UniqueCount	AmbigCount
0	0
0	0
0	7
1	4
3	6
0	0
0	0
0	0
3	0
0	0
0	0
0	0
2	0
1	0
0	0
0	0
0	0
1	0
0	0
21	3
0	3
14	1
0	0
0	0
38	210
0	146
3	184
0	118
15	41
0	0
11	56
2	62
5	0
0	0
6	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
1	0
0	30
9	321
156	670
43	27
0	380
119	94
11	322
0	40
21	0
16	0
5	1192
1812	1673
2	1194
0	132
0	109
43	794
6	665
123	34
7	610
612	5583
18	5417
0	82
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2000
42	3370
59	421
120	1893
51	56
1	18
11	2583
81	899
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
17	0
443	23
1	9
0	14
5	81
0	235
105	5020
19	184
0	3
0	1680
2	4246
211	600
0	1751
41	6
5	454
3	1
13	32
20	278
141	4
0	622
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	56
0	0
0	0
0	0
0	0
17	0
1635	4063
22	254
4	9
0	2690
1	780
29	48
45	3875
7	3512
0	0
315	0
2	2912
0	0
0	0
0	0
1	0
2	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	8
0	12
0	11
0	0
0	0
0	9
0	3
0	3
3	0
0	0
0	0
0	1
3	0
0	0
2	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
144	0
245	5258
196	4489
1	46
24	233
5	4109
4	0
0	0
6	0
0	0
1	0
8	386
0	0
0	0
46	52
2	52
1	5
0	3
0	11
2114	0
9	9
0	4
18	11
0	11
0	4
1	4
0	4
0	4
63	689
0	662
0	703
68	2
1	499
6	527
12	704
0	17
6	49
1	548
92	8
44	30
0	1
0	0
0	6
610	174
0	24
0	5
0	155
2	263
160	34
1	172
0	10
0	34
0	122
2	43
0	125
1	188
0	0
0	140
1	20
2	147
0	134
0	0
0	125
0	176
4	42
0	0
0	3
0	3
0	3
1	0
3	0
0	0
161	299
0	299
10	0
2	3
2	8
0	8
0	1
0	4
0	2
0	0
1	0
0	0
514	1168
2	322
10	449
0	286
103	800
14	97
19	70
28	0
0	2
182	498
141	61
0	57
0	204
0	21
11	292
85	420
0	70
0	235
6	72
0	21
2	473
0	18
415	21
7	36
12	12
8	10
4	7
0	0
0	3
0	87
6	0
5	14
0	0
4	52
0	0
2503	2864
0	130
4	312
160	61
1	1
2	2358
27	11
1	178
0	0
87	0
0	0
0	0
0	0
