UniqueCount	AmbigCount
0	0
0	0
0	8
0	7
4	3
0	0
2	0
3	0
0	0
0	0
1	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
43	8
0	8
7	5
0	0
0	0
22	135
1	103
3	106
4	90
9	33
0	4
0	38
0	19
3	0
0	0
1	1
0	0
0	0
2	0
0	0
0	0
2	0
0	0
0	0
0	22
28	340
124	672
4	16
0	409
43	20
2	282
0	46
9	0
10	0
24	3681
6192	5410
4	3690
0	453
12	323
105	2652
145	2183
70	240
38	1979
370	3509
7	3413
1	83
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	2402
51	3983
134	630
63	2267
21	154
0	12
44	3078
37	1153
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
25	3
369	44
3	21
0	22
0	109
0	228
114	4300
10	329
6	2
0	1443
0	3425
67	593
1	1267
14	3
4	398
1	1
13	44
7	290
26	2
0	551
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	0
0	0
0	0
0	0
6	0
1113	3499
1	200
0	0
1	2457
1	725
3	35
14	3353
6	2975
0	0
130	0
0	1989
0	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	2
0	2
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	3
1	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
183	1
528	7907
411	7036
1	102
14	399
6	6443
13	0
0	0
3	0
0	0
0	0
3	187
2	0
0	0
73	66
5	66
0	15
0	2
0	15
2290	1
12	9
0	4
12	8
0	8
0	6
0	7
0	6
0	6
43	763
2	756
0	807
33	10
0	565
3	618
8	782
0	25
0	57
6	628
22	3
25	29
0	0
0	0
0	20
275	68
0	27
0	8
0	86
1	121
47	27
0	62
0	8
0	17
0	79
0	18
0	78
0	73
0	0
0	37
0	4
0	40
0	80
0	0
0	78
0	63
0	20
2	3
0	3
0	3
0	3
1	3
0	0
0	0
378	689
0	689
25	0
4	1
1	6
0	6
0	1
0	1
0	1
0	0
0	0
0	0
319	982
0	330
14	436
0	259
23	582
6	65
2	67
17	0
0	4
140	574
148	66
0	56
0	186
0	12
10	208
38	211
0	52
2	202
0	50
0	28
5	442
0	20
152	8
1	32
14	16
3	4
2	6
0	1
0	1
0	97
2	0
0	25
0	0
1	70
0	0
4204	4441
0	293
3	573
53	78
0	3
3	3487
4	19
0	286
0	0
28	0
0	0
0	0
