UniqueCount	AmbigCount
0	0
0	0
11	80
16	68
46	43
0	0
12	0
4	0
4	0
0	0
7	0
0	0
18	0
30	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	55
0	43
1	48
0	34
0	9
0	0
2	14
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
5	0
0	0
0	0
1	14
40	371
108	582
2	16
0	268
71	50
4	293
1	48
15	0
6	0
1	766
1296	1096
1	768
0	76
1	80
31	478
4	413
121	27
5	377
287	2484
3	2404
0	36
1	0
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	612
18	1132
26	143
72	612
21	21
0	7
5	891
23	306
0	0
0	0
0	0
2	0
16	16
0	3
0	16
2	2
0	0
0	0
0	0
1	0
0	0
0	0
234	14
0	5
0	9
0	44
0	131
80	2865
10	155
0	12
0	916
0	2399
144	334
1	1012
13	8
8	265
8	0
9	18
6	154
60	4
0	336
0	0
0	0
0	0
0	0
0	107
0	102
0	101
0	0
0	0
0	79
1	75
0	7
0	106
0	1
0	1
0	9
0	6
0	0
0	0
0	55
0	0
0	0
0	0
0	0
1	0
609	1645
1	89
0	0
0	1108
1	299
25	12
34	1586
3	1448
0	0
197	0
3	322
0	0
0	0
0	0
3	0
1	0
0	0
17	0
0	0
1	0
0	0
0	0
0	0
0	0
0	14
0	17
0	19
0	16
0	1
0	0
0	5
0	7
0	9
3	0
0	1
0	0
2	1
1	0
0	0
0	0
0	15
0	0
0	0
0	0
0	0
0	1
0	0
0	0
1	0
0	0
0	0
0	0
0	0
3	0
91	0
4	52
0	47
0	0
0	4
0	40
12	9
0	5
14	2
3	7
0	5
1	1259
1	0
0	0
63	66
4	64
0	4
0	2
0	16
1635	3
1	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
9	254
0	250
0	263
29	0
0	189
10	212
0	261
0	1
4	13
4	208
25	6
17	11
0	0
0	0
0	1
131	39
0	15
0	5
0	106
5	101
15	6
5	51
0	0
0	24
2	78
0	14
0	83
0	55
0	0
0	29
0	2
0	30
0	69
0	0
0	84
1	55
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	18
0	18
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
214	542
0	184
15	228
0	146
69	340
10	46
17	25
9	0
0	5
82	364
124	85
0	63
0	135
0	8
3	150
31	148
0	36
0	129
0	31
0	14
11	238
0	10
210	8
5	16
14	5
1	5
7	4
0	1
0	0
0	57
9	0
3	5
4	1
1	36
0	0
2371	2746
0	149
10	301
88	36
7	3
7	2255
28	19
1	184
0	0
40	0
0	19
11	19
12	0
5	4
1	0
