Tool	Tissue	circRNA_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CIRI2	Ileon	JH584304.1:25369-59773	71.14914317176883	0.9438667953690191	0.5798457006985449	1.627789589940798	0.10356950862693652	0.4049393859169137
CIRI2	Ileon	chr10:108075966-108078991	3.051150858387204	-1.1192238243244375	0.8023533936155803	-1.3949262671912803	0.16303807518143348	0.5055136145812943
CIRI2	Ileon	chr10:108104433-108110049	10.14368820063554	0.04852335011809245	0.3397138476476076	0.1428359498857602	0.8864197442680415	0.9547044239726707
CIRI2	Ileon	chr10:116353222-116385080	4.226588987077079	-0.25068603690154445	0.5917357903463749	-0.42364521631318663	0.671824574096765	0.8867216107222246
CIRI2	Ileon	chr10:116773302-116775386	2.996540246674616	0.6079709176868849	0.6757121410443439	0.8997483998840664	0.3682541600121996	0.6980595098143089
CIRI2	Ileon	chr10:117191840-117203893	5.238151867706827	0.9423947112807368	0.5867122655019464	1.6062297768302074	0.10822343311350563	0.4149116842208213
CIRI2	Ileon	chr10:117201986-117203893	4.339076059459041	-0.5383066040334834	0.528849950879102	-1.0178815430325023	0.3087342539462616	0.6717676163704057
CIRI2	Ileon	chr10:120661013-120687997	3.6140059534519215	-0.6975108214604131	0.7475368689320594	-0.9330788225293635	0.35077927249689644	0.6922383227776918
CIRI2	Ileon	chr10:121761721-121767414	8.372580129301433	-0.5031348917942292	0.3719933149672806	-1.352537455783267	0.1762034450397587	0.5171519270346586
CIRI2	Ileon	chr10:12312025-12331308	13.070569067231759	-1.0376037613704785	0.2731296905105411	-3.7989416655178085	1.453152870049179e-4	0.004240092481536354
CIRI2	Ileon	chr10:127482760-127484058	3.2070331242311707	1.1596412349968113	0.7929363782528935	1.4624644130363804	0.1436139894150775	0.47568336741567063
CIRI2	Ileon	chr10:127626685-127648818	3.280169032064618	1.066925666592049	0.9098652039322171	1.1726194847116413	0.2409484321782522	0.5983430671417388
CIRI2	Ileon	chr10:128413969-128414961	3.1739043936574003	1.8291547310347667	0.727312162307139	2.5149513865304054	0.011904879792815118	0.09883243755735083
CIRI2	Ileon	chr10:22581592-22587990	3.1780389261766535	-0.793364941242636	0.6137143880993873	-1.292726643902889	0.19610561925508455	0.5543885499356542
CIRI2	Ileon	chr10:25096509-25165628	13.231877915471534	0.4085859877822304	0.26363528762714517	1.5498152446120432	0.12118586697293912	0.44398588931341376
CIRI2	Ileon	chr10:25143206-25165628	14.624544433952217	0.4846648853586085	0.25206981694834185	1.9227406566409089	0.054512628157286615	0.2715659585640437
CIRI2	Ileon	chr10:25317471-25319852	3.137328497568688	0.6123349353585933	0.7599619371478874	0.8057442161599125	0.42039034884295623	0.7380071981442411
CIRI2	Ileon	chr10:26203585-26228273	2.359370709125893	-2.9190190648828382	0.8823994631196034	-3.3080471905128355	9.394897715425682e-4	0.017025752114488295
CIRI2	Ileon	chr10:39618687-39675973	2.650759716018096	0.37210676733098325	1.0376413412369794	0.35860827103071297	0.7198881584374692	0.907773688007052
CIRI2	Ileon	chr10:50624902-50643603	6.805924898101478	0.31641302689821227	0.4904568761707583	0.6451393430725383	0.5188368899728915	0.7907827634042178
CIRI2	Ileon	chr10:52305289-52312759	5.192348453437227	-2.1544242171987262	0.6032393714652322	-3.5714250745367617	3.550441219630702e-4	0.008568395783390326
CIRI2	Ileon	chr10:69978409-69990666	1.643853468262334	1.0854659732500571	1.33285329199732	0.814392686552512	0.4154200269755056	0.7346280563614461
CIRI2	Ileon	chr10:75109851-75115795	9.642701887276317	-0.023535239954416868	0.30211226837188737	-0.07790229798098099	0.9379057714439161	0.9773839480480605
CIRI2	Ileon	chr10:75520126-75535929	4.267442842093037	0.12828552165963458	0.7231906973234835	0.17738823540515264	0.8592034475663094	0.9513516978635432
CIRI2	Ileon	chr10:80979796-80981051	2.3596515955037183	2.1379804215891696	1.1063595305788685	1.932446336382656	0.053304439552966314	0.26717623996793544
CIRI2	Ileon	chr10:89309614-89319386	35.645405849712276	-0.8382496146717057	0.31352813151329867	-2.6736025588062753	0.007504132679522895	0.0712892604554675
CIRI2	Ileon	chr10:94584803-94586521	2.3357073351299347	-1.9364665003081634	0.832701587446393	-2.3255227677019743	0.02004402393607192	0.14146193528350567
CIRI2	Ileon	chr11:100261606-100261970	3.694402468624245	0.18739128292841178	0.6587762765880569	0.2844535991777835	0.7760627883770074	0.9232198843269658
CIRI2	Ileon	chr11:102937205-102946115	7.541335803300175	0.05048796706903432	0.3525776683270512	0.1431967240256455	0.8861348170087974	0.9547044239726707
CIRI2	Ileon	chr11:104314748-104316119	3.193659665973856	0.7034691655202584	0.7994789602472938	0.8799095417128453	0.37890831528572194	0.7035638490646247
CIRI2	Ileon	chr11:108813978-108822405	7.305915837834365	1.1648991670693944	0.517897293001102	2.2492860704466278	0.0244943014761494	0.16138584117753274
CIRI2	Ileon	chr11:116124212-116125349	17.56239227502445	-0.3329263172908803	0.31968848883628626	-1.0414085239752664	0.29768598814082853	0.6645067003034342
CIRI2	Ileon	chr11:117181224-117181862	4.139348859446231	1.919339646818812	0.5689422990446976	3.3735224996305355	7.421298117035777e-4	0.014612403765705917
CIRI2	Ileon	chr11:12259614-12328359	3.535849435062085	3.7960436350624276	0.9884428054211419	3.840428211164997	1.2281988573827835e-4	0.0038593787172374393
CIRI2	Ileon	chr11:12293744-12328359	6.081968980036908	5.619348287272066	0.7304258295000169	7.693249691236359	1.4344418702934353e-14	5.859695040148683e-12
CIRI2	Ileon	chr11:12315105-12328359	6.887358510540688	3.0246322828109666	0.5665200987036392	5.338967301834824	9.347749963897354e-8	1.2728519534173563e-5
CIRI2	Ileon	chr11:19948120-19958477	11.17230379810349	-0.3874064269149587	0.3144947432861789	-1.231837527288756	0.21800978187981263	0.5806079922954462
CIRI2	Ileon	chr11:20675685-20677639	12.342735228984235	0.23215484702906597	0.27609025105638535	0.8408657898668558	0.40042312539795044	0.7234806302963632
CIRI2	Ileon	chr11:21213199-21228060	2.860799851986998	0.19316395095068517	0.9099547979919694	0.2122786223853615	0.8318896722481526	0.9492372377468444
CIRI2	Ileon	chr11:22003432-22018506	6.173538790310447	0.4289201167343882	0.48879053008316953	0.8775131479355908	0.3802079806166653	0.7043762361991281
CIRI2	Ileon	chr11:23657523-23675574	2.191657788965232	1.4411179262160136	1.2480814460181937	1.1546665730939853	0.248226993060111	0.6090133733636958
CIRI2	Ileon	chr11:26347746-26384500	2.9613822296273495	-1.3039030850699296	0.9723289191304113	-1.341010289230168	0.17991711197053317	0.5231042009961765
CIRI2	Ileon	chr11:26484211-26500075	4.123658147189734	-0.35944633375325724	0.5108988469880679	-0.703556752715968	0.48170885189179735	0.771678690187448
CIRI2	Ileon	chr11:31005458-31011586	6.17615962003966	0.20576836675977644	0.3611817338328688	0.5697086742902467	0.5688753057588118	0.8299484371516951
CIRI2	Ileon	chr11:43595361-43596304	12.784498964264698	-0.11757829854180347	0.3114810858877062	-0.3774813427489857	0.7058159269745544	0.9015398110466776
