UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
4	0
0	0
0	0
3	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	26
0	16
0	22
0	15
0	9
0	0
0	9
0	9
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
9	309
218	777
41	24
0	526
116	61
12	271
0	44
20	0
4	0
5	1217
2344	1887
0	1220
0	152
5	75
58	986
9	743
156	92
5	672
339	3226
4	3139
0	15
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	742
7	1238
43	187
83	740
39	46
0	4
7	959
37	359
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
184	24
0	13
0	11
0	85
4	185
89	4724
16	279
1	5
0	1702
0	3918
202	713
1	1429
39	9
8	344
8	0
23	21
8	266
102	2
0	505
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	19
0	0
0	0
0	0
0	0
1	0
1098	3838
20	209
1	10
0	2667
2	838
27	57
49	3717
5	3341
2	0
396	0
2	18980
0	0
0	0
0	0
1	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	37
0	38
0	48
0	38
0	9
0	0
0	13
7	24
21	26
11	0
0	0
0	0
0	4
3	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
244	2
89	1386
97	1260
0	32
5	86
3	1122
2	0
0	0
11	2
4	0
0	2
5	221
1	0
0	0
24	40
3	40
1	5
2	0
0	10
2761	3
11	10
0	6
0	3
0	3
0	4
0	1
0	4
0	4
13	468
0	456
0	490
78	3
3	360
8	400
1	474
0	13
8	26
0	387
58	2
25	18
0	1
0	0
0	17
419	75
0	27
0	13
0	120
3	139
80	39
0	67
0	7
0	32
0	90
1	27
0	98
0	79
0	0
0	46
0	12
0	48
1	101
0	3
0	101
0	68
0	28
3	1
0	4
0	4
4	4
0	1
0	0
0	0
70	115
0	115
5	0
0	0
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
321	768
0	306
2	353
0	268
41	448
4	60
8	39
14	0
0	3
110	496
182	88
0	84
0	227
0	7
10	263
104	248
0	48
2	226
0	43
0	33
0	384
0	26
345	22
2	39
32	17
2	11
11	1
0	1
0	4
0	90
4	0
10	14
0	1
3	39
0	0
1979	2906
0	163
2	323
73	35
7	1
4	2382
15	9
0	165
0	0
31	0
0	0
0	0
0	0
0	0
