UniqueCount	AmbigCount
0	0
0	0
6	20
3	12
34	16
0	0
4	0
23	0
6	0
0	0
5	0
0	0
11	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
9	43
0	24
3	29
1	34
2	32
0	0
8	33
0	19
7	0
0	0
2	0
0	0
0	0
1	0
0	0
28	0
5	0
0	0
2	0
0	4
0	72
47	188
11	3
0	142
133	58
5	104
0	24
20	0
5	0
4	508
1277	806
0	516
0	88
0	54
11	484
12	333
352	37
2	294
112	917
3	900
0	69
1	0
0	3
0	2
0	2
0	2
0	0
0	1
0	0
0	0
1	0
0	0
0	0
0	312
6	550
23	80
152	335
57	26
0	4
0	422
48	165
0	0
2	0
0	0
36	3
110	98
0	34
0	97
39	54
0	0
0	0
2	0
0	0
0	0
5	0
173	41
0	5
0	36
0	56
0	103
66	3207
16	234
2	1
0	937
0	2648
125	453
0	1260
34	6
12	306
25	2
13	33
2	181
124	5
0	226
0	0
0	0
0	0
5	0
0	53
0	53
1	55
0	1
0	0
0	43
0	42
0	1
0	53
0	0
0	1
0	9
0	0
0	0
0	0
0	22
0	0
0	0
0	0
0	0
0	0
297	986
5	63
0	2
0	695
0	213
19	24
26	971
8	889
0	0
336	0
7	71
0	0
0	0
0	0
2	0
0	0
0	0
4	0
0	0
3	0
0	0
0	0
0	0
0	0
0	32
0	41
1	46
4	45
0	8
0	2
0	15
4	27
0	29
7	0
0	0
3	0
2	7
5	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	1
1	0
0	0
0	0
1	0
0	0
0	0
0	0
3	0
116	3
10	120
1	109
0	4
0	14
1	111
5	0
4	0
22	1
0	1
0	0
0	268
1	0
0	0
19	36
3	36
0	4
3	2
0	16
1960	2
11	7
0	5
3	3
1	3
0	2
0	0
0	2
0	2
11	223
0	218
0	236
55	0
2	173
13	170
0	226
0	4
7	13
0	181
57	10
49	9
0	0
0	0
0	1
26	10
0	2
0	3
0	38
2	37
10	3
0	16
0	1
0	9
0	27
0	8
2	30
0	24
0	0
0	8
0	1
0	8
0	28
0	0
0	30
0	18
0	1
1	3
0	3
0	3
0	3
1	3
0	0
0	0
17	28
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
66	204
0	100
4	101
0	76
72	120
1	38
1	12
12	0
0	7
118	736
145	62
0	57
0	253
1	9
12	277
39	313
0	55
1	256
5	51
0	36
6	648
0	13
325	17
28	52
23	30
13	15
8	9
0	0
0	5
0	127
15	2
17	15
1	1
4	80
0	0
2123	3116
0	229
14	450
182	70
9	6
2	2361
31	39
1	196
0	0
73	0
0	8
4	8
6	0
1	0
1	0
4	0
0	0
0	0
