UniqueCount	AmbigCount
0	0
0	0
12	37
6	37
19	12
0	0
12	0
18	0
5	0
0	0
5	0
0	0
11	0
18	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
5	0
0	0
0	0
12	33
0	24
1	27
3	25
1	6
0	0
2	10
0	11
4	0
0	0
4	0
0	0
0	0
1	0
0	0
10	0
1	0
0	0
0	0
0	16
22	302
134	564
13	19
0	310
125	58
6	267
0	31
28	0
16	0
2	1006
2108	1520
2	1011
0	107
2	84
69	765
7	612
179	24
3	530
228	3057
5	2977
0	110
0	0
0	9
0	9
0	2
0	0
0	2
0	0
0	0
0	0
3	0
0	0
0	0
0	789
33	1386
29	207
125	793
39	16
0	6
10	1112
49	383
0	0
0	0
0	0
5	2
29	27
0	6
0	29
4	12
0	0
0	0
1	0
0	0
0	0
5	0
308	16
0	3
0	13
0	77
0	209
85	4093
23	148
0	2
0	1391
0	3440
147	509
1	1344
31	8
3	343
4	2
12	25
1	246
106	3
0	501
8	0
4	0
0	0
0	0
0	84
1	84
0	84
0	0
0	1
0	64
1	53
0	5
0	84
0	5
0	2
0	10
0	6
0	0
0	0
0	39
0	0
0	0
0	0
0	0
0	0
679	2090
15	108
0	4
0	1445
0	425
29	31
56	2041
8	1879
0	0
359	0
1	453
0	0
0	0
0	0
7	0
0	0
3	0
38	0
3	0
16	0
0	0
0	0
0	0
0	0
0	34
0	38
0	40
0	31
0	0
0	0
0	15
6	15
1	18
2	2
0	0
1	0
3	1
1	0
0	0
0	0
0	14
0	0
0	0
0	0
0	0
2	0
4	0
0	0
2	0
0	0
0	0
0	0
0	0
6	0
127	0
14	205
4	177
0	4
0	13
5	170
13	17
0	13
26	5
9	15
0	15
5	1678
3	0
0	0
104	92
5	92
0	6
6	2
0	32
2392	13
11	5
0	5
4	2
0	2
0	0
0	2
0	0
0	0
7	253
0	244
0	260
41	2
0	183
5	212
0	259
1	4
6	16
2	205
53	15
47	9
0	1
0	0
2	5
141	56
0	14
0	15
0	140
3	142
21	18
0	54
0	5
0	35
1	103
0	20
0	117
0	65
0	0
0	40
0	9
0	41
0	106
0	0
0	117
0	59
0	13
2	0
0	3
0	0
1	0
0	0
0	3
0	0
17	37
0	37
0	0
0	0
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
336	774
0	305
5	298
0	230
79	481
7	84
15	31
16	0
3	1
142	543
292	116
0	108
0	233
3	8
15	280
92	273
0	62
3	223
2	50
0	40
10	392
0	26
423	20
17	42
25	16
2	14
8	11
3	1
0	0
4	100
9	2
12	14
5	1
8	41
0	0
4195	5161
0	322
4	650
162	72
5	3
6	4107
41	28
1	305
0	0
66	0
2	36
11	36
21	0
1	3
